INSTITUICAO,COD_IBGE,UF,POPULACAO,INDICADOR_1,NOTA_1,INDICADOR_2,NOTA_2,INDICADOR_3,NOTA_3,CLASSIFICACAO_CAPAG,ANO_BASE
Prefeitura Municipal de Santa Rosa de Lima - SE,2806503,SE,3923,"0,625981248",B,"1,025020156",C,"8,538072168",C,C,2021
Prefeitura Municipal de Santa Rosa de Viterbo - SP,3547601,SP,,,n.d.,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de Santa Rosa do Piauí - PI,2209377,PI,5255,"0,013341797",A,"0,907747633",B,"0,377643471",A,B,2021
Prefeitura Municipal de Santa Rosa do Purus - AC,1200435,AC,,,n.d.,"0,910788646",B,,n.d.,n.d.,2021
Prefeitura Municipal de Santa Rosa do Sul - SC,4215653,SC,8378,"0,250046153",A,"0,904610193",B,"0,071727983",A,B,2021
Prefeitura Municipal de Santa Rosa do Tocantins - TO,1718907,TO,4846,"0,016163414",A,"0,928502269",B,,n.d.,n.d.,2021
Prefeitura Municipal de Santa Salete - SP,3547650,SP,1552,0,A,"1,791465123",C,"0,012809498",A,C,2021
Prefeitura Municipal de Santa Teresa - ES,3204609,ES,23724,"0,007586484",A,"0,826766152",A,"0,004017763",A,A,2021
Prefeitura Municipal de Santa Teresinha - BA,2928505,BA,10464,"0,813362445",B,"0,917224746",B,"1,674315283",C,C,2021
Prefeitura Municipal de Santa Teresinha - PB,2513802,PB,4562,"0,301399274",A,"0,961534684",C,"0,164133099",A,C,2021
Prefeitura Municipal de Santa Tereza - RS,4317251,RS,1726,0,A,"0,899930686",A,"0,131892372",A,A,2021
Prefeitura Municipal de Santa Tereza de Goiás - GO,5219605,GO,3280,"0,226014951",A,"0,971710595",C,"13,9872509",C,C,2021
Prefeitura Municipal de Santa Tereza do Oeste - PR,4124020,PR,10096,"0,164509787",A,"0,866857559",A,"0,115085108",A,A,2021
Prefeitura Municipal de Santa Tereza do Tocantins - TO,1719004,TO,2897,"0,305968465",A,"0,991519707",C,"1,85078077",C,C,2021
Prefeitura Municipal de Santa Terezinha - MT,5107776,MT,8460,"0,031735631",A,"0,873244379",A,"0,253867434",A,A,2021
Prefeitura Municipal de Santa Terezinha - PE,2612802,PE,11865,"0,046240091",A,"0,935131126",B,"0,86281189",A,B,2021
Prefeitura Municipal de Santa Terezinha - SC,4215679,SC,8773,"0,124748005",A,"0,911510826",B,0,n.d.,n.d.,2021
Prefeitura Municipal de Santa Terezinha de Goiás - GO,5219704,GO,8562,"0,507426425",A,"0,918050599",B,"2,026270703",C,C,2021
Prefeitura Municipal de Santa Terezinha de Itaipu - PR,4124053,PR,23699,"0,031960313",A,"0,76775328",A,"0,019375719",A,A,2021
Prefeitura Municipal de Santa Terezinha do Progresso - SC,4215687,SC,2372,"0,034105386",A,"0,871501809",A,"0,005346257",A,A,2021
Prefeitura Municipal de Santa Terezinha do Tocantins - TO,1720002,TO,2530,"0,034922072",A,"0,885582827",A,"0,082498231",A,A,2021
Prefeitura Municipal de Santa Vitória - MG,3159803,MG,19872,"0,078031128",A,"0,8657795",A,"0,053208582",A,A,2021
Prefeitura Municipal de Santa Vitória do Palmar - RS,4317301,RS,29483,"0,370230968",A,"0,824802951",A,"0,047772632",A,A,2021
Prefeitura Municipal de Santaluz - BA,2928000,BA,37531,"0,213485993",A,"0,900354697",B,"0,093672659",A,B,2021
Prefeitura Municipal de Santana - AP,1600600,AP,,,n.d.,"0,958452722",C,,n.d.,n.d.,2021
Prefeitura Municipal de Santana - BA,2928208,BA,26705,"0,282081006",A,"1,082815404",C,"4,534483564",C,C,2021
Prefeitura Municipal de Santana da Boa Vista - RS,4317004,RS,8067,"0,015077995",A,"0,791766754",A,"0,02333738",A,A,2021
Prefeitura Municipal de Santana da Ponte Pensa - SP,3547205,SP,1467,0,A,"0,888361514",A,"0,092909948",A,A,2021
Prefeitura Municipal de Santana da Vargem - MG,3158300,MG,7073,"0,022207103",A,"0,848337313",A,"0,043626637",A,A,2021
Prefeitura Municipal de Santana de Cataguases - MG,3158409,MG,3891,"0,021234059",A,"0,776775396",A,"0,003331058",A,A,2021
Prefeitura Municipal de Santana de Mangueira - PB,2513505,PB,5129,"0,494073227",A,"1,002552471",C,"0,470206994",A,C,2021
Prefeitura Municipal de Santana de Parnaíba - SP,3547304,SP,142301,"0,015077863",A,"0,724984316",A,"0,020046735",A,A,2021
Prefeitura Municipal de Santana de Pirapama - MG,3158508,MG,,,n.d.,"0,835288787",A,,n.d.,n.d.,2021
Prefeitura Municipal de Santana do Acaraú - CE,2312007,CE,32654,"0,31665435",A,"0,936765064",B,"0,91674439",A,B,2021
Prefeitura Municipal de Santana do Araguaia - PA,1506708,PA,74419,"0,014623584",A,"0,918563105",B,"4,703760901",C,C,2021
Prefeitura Municipal de Santana do Cariri - CE,2312106,CE,17712,"0,383327449",A,"0,862892356",A,"0,235853109",A,A,2021
Prefeitura Municipal de Santana do Deserto - MG,3158607,MG,3981,0,A,"0,837996167",A,"0,158652031",A,A,2021
Prefeitura Municipal de Santana do Garambéu - MG,3158706,MG,2476,"0,008025837",A,"0,765251533",A,,n.d.,n.d.,2021
Prefeitura Municipal de Santana do Ipanema - AL,2708006,AL,47819,"0,374974073",A,"0,932794468",B,,n.d.,n.d.,2021
Prefeitura Municipal de Santana do Itararé - PR,4124004,PR,4954,"0,011576742",A,"0,86540167",A,"0,040673569",A,A,2021
Prefeitura Municipal de Santana do Jacaré - MG,3158805,MG,4834,"0,012131936",A,"0,833916689",A,"0,028714999",A,A,2021
Prefeitura Municipal de Sant'Ana do Livramento - RS,4317103,RS,76321,"0,073184686",A,"0,937931755",B,"1,170205443",C,C,2021
Prefeitura Municipal de Santana do Manhuaçu - MG,3158904,MG,8667,"0,067371293",A,"0,854469819",A,,n.d.,n.d.,2021
Prefeitura Municipal de Santana do Maranhão - MA,2110237,MA,13547,0,A,,n.d.,"0,020921908",A,n.d.,2021
Prefeitura Municipal de Santana do Matos - RN,2411403,RN,11956,"0,114997659",A,"0,925609575",B,"0,456569219",A,B,2021
Prefeitura Municipal de Santana do Mundaú - AL,2708105,AL,10687,"0,084639117",A,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de Santana do Paraíso - MG,3158953,MG,35369,0,A,"0,772173586",A,,n.d.,n.d.,2021
Prefeitura Municipal de Santana do Piauí - PI,2209351,PI,4642,"0,28145272",A,"0,897183937",A,"0,030463118",A,A,2021
Prefeitura Municipal de Santana do Riacho - MG,3159001,MG,4315,"0,034427619",A,"0,828773954",A,"0,075561181",A,A,2021
Prefeitura Municipal de Santana do São Francisco - SE,2806404,SE,7844,"0,539692626",A,"0,98574345",C,"19,2725113",C,C,2021
Prefeitura Municipal de Santana do Seridó - RN,2411429,RN,2689,"0,0546088",A,"0,960494234",C,,n.d.,n.d.,2021
Prefeitura Municipal de Santana dos Garrotes - PB,2513604,PB,6986,"0,378495614",A,"0,935976963",B,"0,326439747",A,B,2021
Prefeitura Municipal de Santana dos Montes - MG,3159100,MG,3765,"0,134279029",A,"0,827989416",A,"0,096885704",A,A,2021
Prefeitura Municipal de Santanópolis - BA,2928307,BA,8966,"0,663478418",B,"0,869225196",A,"0,101032299",A,B,2021
Prefeitura Municipal de Santarém - PA,1506807,PA,306480,"0,268227667",A,"0,853382503",A,"0,296081788",A,A,2021
Prefeitura Municipal de Santarém Novo - PA,1506906,PA,6753,"0,666569551",B,"1,050870006",C,"0,711583616",A,C,2021
Prefeitura Municipal de Santiago - RS,4317400,RS,49360,"0,086147847",A,"0,861637701",A,"0,00583351",A,A,2021
Prefeitura Municipal de Santiago do Sul - SC,4215695,SC,1235,0,A,"0,869824646",A,0,n.d.,n.d.,2021
Prefeitura Municipal de Santo Afonso - MT,5107263,MT,3155,"0,001575636",A,"0,916081601",B,"0,138350388",A,B,2021
Prefeitura Municipal de Santo Amaro - BA,2928604,BA,60131,"0,595975407",A,"0,924414926",B,"0,276848967",A,B,2021
Prefeitura Municipal de Santo Amaro da Imperatriz - SC,4215703,SC,23579,"0,093428155",A,"0,889689298",A,"0,001824787",A,A,2021
Prefeitura Municipal de Santo Amaro das Brotas - SE,2806602,SE,12151,"0,17055853",A,"0,945795451",B,"7,500378216",C,C,2021
Prefeitura Municipal de Santo Amaro do Maranhão - MA,2110278,MA,16034,"0,248430622",A,"1,017671341",C,"0,292093038",A,C,2021
Prefeitura Municipal de Santo Anastácio - SP,3547700,SP,20866,"0,256448888",A,"0,85998197",A,"0,121125048",A,A,2021
Prefeitura Municipal de Santo André - PB,2513851,PB,2509,"-0,00900075",A,"1,046268561",C,"0,263685747",A,C,2021
Prefeitura Municipal de Santo André - SP,3547809,SP,721368,"0,502946958",A,"0,954741719",C,"0,772664182",A,C,2021
Prefeitura Municipal de Santo Ângelo - RS,4317509,RS,77568,"0,195658689",A,"0,862411188",A,"0,186450523",A,A,2021
Prefeitura Municipal de Santo Antônio - RN,2411502,RN,24280,"0,477861107",A,"0,918273657",B,"0,102728612",A,B,2021
Prefeitura Municipal de Santo Antônio da Alegria - SP,3547908,SP,6977,"0,032943122",A,"0,942579347",B,"0,837572042",A,B,2021
Prefeitura Municipal de Santo Antônio da Barra - GO,5219712,GO,4854,"0,141857631",A,"0,853371475",A,"0,446486604",A,A,2021
Prefeitura Municipal de Santo Antônio da Patrulha - RS,4317608,RS,43171,"0,066577963",A,"0,802189617",A,"0,163273383",A,A,2021
Prefeitura Municipal de Santo Antônio da Platina - PR,4124103,PR,,,n.d.,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de Santo Antônio das Missões - RS,4317707,RS,10050,"0,155584898",A,"0,89553907",A,"0,161427716",A,A,2021
Prefeitura Municipal de Santo Antônio de Goiás - GO,5219738,GO,6440,"0,036882283",A,"0,882287537",A,"0,198849327",A,A,2021
Prefeitura Municipal de Santo Antônio de Jesus - BA,2928703,BA,102380,"0,296719811",A,"0,924534013",B,"0,341997052",A,B,2021
Prefeitura Municipal de Santo Antônio de Lisboa - PI,2209401,PI,6441,0,A,"1,050488593",C,,n.d.,n.d.,2021
Prefeitura Municipal de Santo Antônio de Pádua - RJ,3304706,RJ,42594,"0,06194333",A,"0,946673207",B,"0,503376994",A,B,2021
Prefeitura Municipal de Santo Antônio de Posse - SP,3548005,SP,23529,"0,037149368",A,"0,889467321",A,"0,836775915",A,A,2021
Prefeitura Municipal de Santo Antônio do Amparo - MG,3159902,MG,18613,"0,071403667",A,"0,855773875",A,"0,239523121",A,A,2021
Prefeitura Municipal de Santo Antônio do Aracanguá - SP,3548054,SP,8481,"0,00879486",A,"0,937856864",B,"0,071648443",A,B,2021
Prefeitura Municipal de Santo Antônio do Aventureiro - MG,3160009,MG,3602,"0,048143797",A,"0,8867359",A,"0,272022964",A,A,2021
Prefeitura Municipal de Santo Antônio do Caiuá - PR,4124202,PR,2626,"0,011836359",A,"0,879052597",A,"0,141533468",A,A,2021
Prefeitura Municipal de Santo Antônio do Descoberto - GO,5219753,GO,75829,"0,97667527",B,"0,938537069",B,"1,434881582",C,C,2021
Prefeitura Municipal de Santo Antônio do Grama - MG,3160108,MG,3886,0,A,"0,811375909",A,"0,023743199",A,A,2021
Prefeitura Municipal de Santo Antônio do Içá - AM,1303700,AM,21243,"0,186516004",A,"0,954615233",C,"0,375240698",A,C,2021
Prefeitura Municipal de Santo Antônio do Itambé - MG,3160207,MG,3799,"0,150033033",A,"0,799864234",A,"0,02649947",A,A,2021
Prefeitura Municipal de Santo Antônio do Jacinto - MG,3160306,MG,11604,"0,131413548",A,"0,878636241",A,"0,095136831",A,A,2021
Prefeitura Municipal de Santo Antônio do Jardim - SP,3548104,SP,5940,"0,00029905",A,,n.d.,"0,217694819",A,n.d.,2021
Prefeitura Municipal de Santo Antônio do Leste - MT,5107792,MT,5334,"0,033432118",A,"0,833360972",A,"0,087258142",A,A,2021
Prefeitura Municipal de Santo Antônio do Leverger - MT,5107800,MT,,,n.d.,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de Santo Antônio do Monte - MG,3160405,MG,28427,"0,027983665",A,"0,8988502",A,,n.d.,n.d.,2021
Prefeitura Municipal de Santo Antônio do Palma - RS,4317558,RS,2123,"0,087904302",A,"0,800315911",A,"0,014682307",A,A,2021
Prefeitura Municipal de Santo Antônio do Paraíso - PR,4124301,PR,2068,"0,187762115",A,"0,769920782",A,"0,092765278",A,A,2021
Prefeitura Municipal de Santo Antônio do Pinhal - SP,3548203,SP,6827,"0,022195492",A,"0,833062032",A,,n.d.,n.d.,2021
Prefeitura Municipal de Santo Antônio do Planalto - RS,4317756,RS,2019,0,A,"0,81208121",A,"0,120763037",A,A,2021
Prefeitura Municipal de Santo Antônio do Retiro - MG,3160454,MG,7297,"0,068243151",A,"0,929010929",B,"5,207458786",C,C,2021
Prefeitura Municipal de Santo Antônio do Rio Abaixo - MG,3160504,MG,1760,"0,042666196",A,"0,804724659",A,"0,078489997",A,A,2021
Prefeitura Municipal de Santo Antônio do Sudoeste - PR,4124400,PR,20261,"0,073126038",A,"0,927039164",B,0,n.d.,n.d.,2021
Prefeitura Municipal de Santo Antônio do Tauá - PA,1507003,PA,31918,0,A,"0,989330912",C,"0,055394575",A,C,2021
Prefeitura Municipal de Santo Antônio dos Lopes - MA,2110302,MA,14522,"0,004275261",A,"0,918941991",B,,n.d.,n.d.,2021
Prefeitura Municipal de Santo Antônio dos Milagres - PI,2209450,PI,2166,"0,034247523",A,"0,897826877",A,"0,953441852",A,A,2021
Prefeitura Municipal de Santo Augusto - RS,4317806,RS,13848,"0,045433174",A,"0,795874972",A,"0,047023394",A,A,2021
Prefeitura Municipal de Santo Cristo - RS,4317905,RS,14216,"0,015474547",A,"0,793619939",A,"0,032910455",A,A,2021
Prefeitura Municipal de Santo Estêvão - BA,2928802,BA,,,n.d.,"0,928448365",B,,n.d.,n.d.,2021
Prefeitura Municipal de Santo Expedito - SP,3548302,SP,3135,0,A,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de Santo Expedito do Sul - RS,4317954,RS,2305,"0,120772678",A,"0,902286082",B,"0,007797353",A,B,2021
Prefeitura Municipal de Santo Hipólito - MG,3160603,MG,3065,"0,033658435",A,"0,903313142",B,"17,44874066",C,C,2021
Prefeitura Municipal de Santo Inácio - PR,4124509,PR,5416,"0,076478944",A,"0,901466065",B,"0,611092921",A,B,2021
Prefeitura Municipal de Santo Inácio do Piauí - PI,2209500,PI,,,n.d.,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de Santópolis do Aguapeí - SP,3548401,SP,4817,"0,030191434",A,"0,843351006",A,"0,00545124",A,A,2021
Prefeitura Municipal de Santos - SP,3548500,SP,433656,"0,298122675",A,"0,939380059",B,"0,441540593",A,B,2021
Prefeitura Municipal de Santos Dumont - MG,3160702,MG,46421,"0,010174476",A,"0,905459282",B,"0,306825794",A,B,2021
Prefeitura Municipal de São Benedito - CE,2312304,CE,48131,"0,135748317",A,"0,925913343",B,"13,88495252",C,C,2021
Prefeitura Municipal de São Benedito do Rio Preto - MA,2110401,MA,18717,"0,459020487",A,"0,942005577",B,"0,146732465",A,B,2021
Prefeitura Municipal de São Benedito do Sul - PE,2612901,PE,16069,"0,166803095",A,"0,942991952",B,"16,12713527",C,C,2021
Prefeitura Municipal de São Bentinho - PB,2513927,PB,4566,"0,124404868",A,"0,946426915",B,"-0,28518156",C,C,2021
Prefeitura Municipal de São Bento - MA,2110500,MA,45604,0,A,"0,958331562",C,"0,026292381",A,C,2021
Prefeitura Municipal de São Bento - PB,2513901,PB,34344,"0,549549713",A,"0,886403529",A,"1,058061746",C,C,2021
Prefeitura Municipal de São Bento Abade - MG,3160801,MG,5349,"0,033817252",A,"0,822769508",A,"0,003531602",A,A,2021
Prefeitura Municipal de São Bento do Norte - RN,2411601,RN,2717,0,A,"0,909333763",B,"3,59351298",C,C,2021
Prefeitura Municipal de São Bento do Sapucaí - SP,3548609,SP,10893,"0,039117142",A,"0,841261053",A,"0,056217103",A,A,2021
Prefeitura Municipal de São Bento do Sul - SC,4215802,SC,85421,"0,014063439",A,"0,774103557",A,"0,065619537",A,A,2021
Prefeitura Municipal de São Bento do Tocantins - TO,1720101,TO,5391,"0,059521915",A,"0,937718279",B,"0,731516304",A,B,2021
Prefeitura Municipal de São Bento do Trairí - RN,2411700,RN,4495,"0,607120095",B,"0,941036813",B,"0,123067354",A,B,2021
Prefeitura Municipal de São Bento do Una - PE,2613008,PE,60042,"0,067151038",A,"0,9127859",B,"-0,058568929",C,C,2021
Prefeitura Municipal de São Bernardino - SC,4215752,SC,2287,0,A,"0,899646313",A,"0,015394047",A,A,2021
Prefeitura Municipal de São Bernardo - MA,2110609,MA,28667,"-0,015671126",A,"1,002908987",C,"-3,115327283",C,C,2021
Prefeitura Municipal de São Bernardo do Campo - SP,3548708,SP,844483,"0,913512224",B,"0,927079169",B,"0,487944886",A,B,2021
Prefeitura Municipal de São Bonifácio - SC,4215901,SC,2814,"0,00818832",A,"0,871309845",A,"0,201607356",A,A,2021
Prefeitura Municipal de São Borja - RS,4318002,RS,60019,"0,312376442",A,"0,848906732",A,"0,091640237",A,A,2021
Prefeitura Municipal de São Brás - AL,2708204,AL,6969,"0,184505109",A,"0,965491468",C,,n.d.,n.d.,2021
Prefeitura Municipal de São Brás do Suaçuí - MG,3160900,MG,3754,0,A,"0,793141472",A,"0,000810378",A,A,2021
Prefeitura Municipal de São Braz do Piauí - PI,2209559,PI,4451,"0,071411121",A,"0,993247643",C,"3,044244235",C,C,2021
Prefeitura Municipal de São Caetano de Odivelas - PA,1507102,PA,18129,"0,001427698",A,"1,023071733",C,"0,286464119",A,C,2021
Prefeitura Municipal de São Caetano do Sul - SP,3548807,SP,161957,"0,194226396",A,"0,946274216",B,"0,124295405",A,B,2021
Prefeitura Municipal de São Caitano - PE,2613107,PE,37368,"0,186325065",A,"0,989964847",C,"0,306274741",A,C,2021
Prefeitura Municipal de São Carlos - SC,4216008,SC,11369,"0,00385507",A,"0,906861684",B,"0,024530784",A,B,2021
Prefeitura Municipal de São Carlos - SP,3548906,SP,254484,"0,224186448",A,"0,898963247",A,"0,371473747",A,A,2021
Prefeitura Municipal de São Carlos do Ivaí - PR,4124608,PR,6920,"0,0486293",A,"0,860286152",A,"0,001228871",A,A,2021
Prefeitura Municipal de São Cristóvão - SE,2806701,SE,91093,"0,556381923",A,"0,915096301",B,"0,577032884",A,B,2021
Prefeitura Municipal de São Cristovão do Sul - SC,4216057,SC,5598,"0,000486329",A,,n.d.,"0,003299268",A,n.d.,2021
Prefeitura Municipal de São Desidério - BA,2928901,BA,34266,"0,150092959",A,"0,781465795",A,"0,111079324",A,A,2021
Prefeitura Municipal de São Domingos - BA,2928950,BA,9072,"0,45437311",A,"0,823847052",A,,n.d.,n.d.,2021
Prefeitura Municipal de São Domingos - GO,5219803,GO,,,n.d.,"0,947671716",B,,n.d.,n.d.,2021
Prefeitura Municipal de São Domingos - PB,2513968,PB,3097,"0,02911352",A,"0,932849722",B,"0,014581562",A,B,2021
Prefeitura Municipal de São Domingos - SC,4216107,SC,9434,"0,055370564",A,,n.d.,0,n.d.,n.d.,2021
Prefeitura Municipal de São Domingos - SE,2806800,SE,11207,"1,300811978",B,"0,956609096",C,"9,057678199",C,C,2021
Prefeitura Municipal de São Domingos das Dores - MG,3160959,MG,5658,0,A,"0,852006051",A,"0,049763678",A,A,2021
Prefeitura Municipal de São Domingos do Araguaia - PA,1507151,PA,25753,"0,568122415",A,"0,969870008",C,,n.d.,n.d.,2021
Prefeitura Municipal de São Domingos do Azeitão - MA,2110658,MA,7420,"0,073116685",A,"0,906079182",B,"0,730412042",A,B,2021
Prefeitura Municipal de São Domingos do Capim - PA,1507201,PA,,,n.d.,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de São Domingos do Cariri - PB,2513943,PB,2630,0,A,"1,041199396",C,"0,136735281",A,C,2021
Prefeitura Municipal de São Domingos do Maranhão - MA,2110708,MA,34384,"0,010685179",A,"0,988676666",C,"0,171039483",A,C,2021
Prefeitura Municipal de São Domingos do Norte - ES,3204658,ES,8687,0,A,"0,816091986",A,"0,089819766",A,A,2021
Prefeitura Municipal de São Domingos do Prata - MG,3161007,MG,17327,"0,204973635",A,"0,818065497",A,"-0,014947673",C,C,2021
Prefeitura Municipal de São Domingos do Sul - RS,4318051,RS,3083,0,A,"0,899399841",A,"0,059091662",A,A,2021
Prefeitura Municipal de São Felipe - BA,2929107,BA,21080,"0,448945994",A,"0,917151924",B,"0,459255643",A,B,2021
Prefeitura Municipal de São Felipe D'Oeste - RO,1101484,RO,5066,"0,033742447",A,"0,943417478",B,"0,022948693",A,B,2021
Prefeitura Municipal de São Félix - BA,2929008,BA,,,n.d.,"0,959327329",C,,n.d.,n.d.,2021
Prefeitura Municipal de São Félix de Balsas - MA,2110807,MA,4562,"-5,97158E-05",A,"0,886773953",A,"0,191882853",A,A,2021
Prefeitura Municipal de São Félix de Minas - MG,3161056,MG,3362,"0,120785907",A,"0,81314276",A,"0,171088529",A,A,2021
Prefeitura Municipal de São Félix do Araguaia - MT,5107859,MT,11843,"0,051539055",A,"0,892906536",A,"0,166954892",A,A,2021
Prefeitura Municipal de São Félix do Coribe - BA,2929057,BA,15468,"0,204746326",A,"0,916515212",B,"6,787697147",C,C,2021
Prefeitura Municipal de São Félix do Piauí - PI,2209609,PI,2932,"0,277751113",A,"1,164922513",C,,n.d.,n.d.,2021
Prefeitura Municipal de São Félix do Tocantins - TO,1720150,TO,1598,"0,044136623",A,"0,925316015",B,"0,161272016",A,B,2021
Prefeitura Municipal de São Félix do Xingu - PA,1507300,PA,132138,"0,044328907",A,"0,887842313",A,"0,029513512",A,A,2021
Prefeitura Municipal de São Fernando - RN,2411809,RN,3595,"0,139585904",A,"0,937979912",B,"0,880495039",A,B,2021
Prefeitura Municipal de São Fidélis - RJ,3304805,RJ,38710,"0,254787712",A,"1,136582743",C,"0,082042416",A,C,2021
Prefeitura Municipal de São Francisco - MG,3161106,MG,56477,"0,086413504",A,"0,773555359",A,"0,528277044",A,A,2021
Prefeitura Municipal de São Francisco - PB,2513984,PB,3384,"0,000263013",A,"0,981343646",C,"0,077955373",A,C,2021
Prefeitura Municipal de São Francisco - SE,2806909,SE,3781,"0,286482305",A,"0,959487589",C,"1,215002415",C,C,2021
Prefeitura Municipal de São Francisco - SP,3549003,SP,2817,"0,046070314",A,"0,886852701",A,"0,139203426",A,A,2021
Prefeitura Municipal de São Francisco de Assis - RS,4318101,RS,18205,"0,192374228",A,"0,87975969",A,"0,232794105",A,A,2021
Prefeitura Municipal de São Francisco de Assis do Piauí - PI,2209658,PI,5779,"0,008009548",A,"0,969498669",C,"-5,920387321",C,C,2021
Prefeitura Municipal de São Francisco de Goiás - GO,5219902,GO,6267,"0,178136488",A,"0,943376287",B,"21,96499301",C,C,2021
Prefeitura Municipal de São Francisco de Itabapoana - RJ,3304755,RJ,42210,"0,079639576",A,"1,130125541",C,"0,917503195",A,C,2021
Prefeitura Municipal de São Francisco de Paula - MG,3161205,MG,6520,"0,136025144",A,"0,843327374",A,"0,006979745",A,A,2021
Prefeitura Municipal de São Francisco de Paula - RS,4318200,RS,21801,"0,138720399",A,"0,747899461",A,"0,059283609",A,A,2021
Prefeitura Municipal de São Francisco de Sales - MG,3161304,MG,6274,"0,125353328",A,"0,862156079",A,,n.d.,n.d.,2021
Prefeitura Municipal de São Francisco do Brejão - MA,2110856,MA,11941,0,A,"0,762306489",A,"0,133028159",A,A,2021
Prefeitura Municipal de São Francisco do Conde - BA,2929206,BA,40245,"0,386415757",A,"0,795124231",A,"0,048787091",A,A,2021
Prefeitura Municipal de São Francisco do Glória - MG,3161403,MG,4800,"0,252459647",A,"0,836963528",A,"0,013130196",A,A,2021
Prefeitura Municipal de São Francisco do Guaporé - RO,1101492,RO,20681,"0,007028821",A,"0,834984589",A,"0,027696841",A,A,2021
Prefeitura Municipal de São Francisco do Maranhão - MA,2110906,MA,12218,"0,001484781",A,,n.d.,"0,040900354",A,n.d.,2021
Prefeitura Municipal de São Francisco do Oeste - RN,2411908,RN,4255,"0,129562335",A,"0,884482385",A,"0,143439397",A,A,2021
Prefeitura Municipal de São Francisco do Pará - PA,1507409,PA,15930,"0,004088592",A,"0,917972503",B,,n.d.,n.d.,2021
Prefeitura Municipal de São Francisco do Piauí - PI,2209708,PI,6420,"0,115054991",A,"0,818595735",A,"1,017693301",C,C,2021
Prefeitura Municipal de São Francisco do Sul - SC,4216206,SC,53746,"0,078362516",A,"0,803843806",A,"0,109424191",A,A,2021
Prefeitura Municipal de São Gabriel - BA,2929255,BA,18789,"0,311743725",A,"0,972511844",C,"18,48049901",C,C,2021
Prefeitura Municipal de São Gabriel - RS,4318309,RS,62147,"0,367980553",A,"0,84720383",A,"0,159689468",A,A,2021
Prefeitura Municipal de São Gabriel da Cachoeira - AM,1303809,AM,46303,"0,319727274",A,"0,988480604",C,"-4,523639698",C,C,2021
Prefeitura Municipal de São Gabriel da Palha - ES,3204708,ES,38522,"0,167233076",A,"0,870581893",A,"0,072518883",A,A,2021
Prefeitura Municipal de São Gabriel do Oeste - MS,5007695,MS,27221,"0,060062997",A,"0,859396601",A,"0,061102284",A,A,2021
Prefeitura Municipal de São Geraldo - MG,3161502,MG,12562,"0,039722576",A,"0,820110749",A,"0,019071712",A,A,2021
Prefeitura Municipal de São Geraldo da Piedade - MG,3161601,MG,3910,"0,015674919",A,"0,836796867",A,0,n.d.,n.d.,2021
Prefeitura Municipal de São Geraldo do Araguaia - PA,1507458,PA,24705,0,A,"0,932551194",B,"0,037116649",A,B,2021
Prefeitura Municipal de São Geraldo do Baixio - MG,3161650,MG,4059,"0,036523312",A,"0,848587295",A,0,n.d.,n.d.,2021
Prefeitura Municipal de São Gonçalo - RJ,3304904,RJ,1091737,"0,146420684",A,"0,777769757",A,"0,082213407",A,A,2021
Prefeitura Municipal de São Gonçalo do Abaeté - MG,3161700,MG,8459,"0,089923664",A,"0,733844448",A,"1,329337146",C,C,2021
Prefeitura Municipal de São Gonçalo do Amarante - CE,2312403,CE,48869,"0,120848151",A,"0,867313327",A,"0,319540564",A,A,2021
Prefeitura Municipal de São Gonçalo do Amarante - RN,2412005,RN,103672,"0,346461413",A,"0,893629502",A,0,n.d.,n.d.,2021
Prefeitura Municipal de São Gonçalo do Gurguéia - PI,2209757,PI,3057,"0,137535241",A,"0,924772813",B,"0,49580439",A,B,2021
Prefeitura Municipal de São Gonçalo do Pará - MG,3161809,MG,12597,"0,013760669",A,"0,791913962",A,"0,537309826",A,A,2021
Prefeitura Municipal de São Gonçalo do Piauí - PI,2209807,PI,5030,"0,018150478",A,"0,906467752",B,"0,667245657",A,B,2021
Prefeitura Municipal de São Gonçalo do Rio Abaixo - MG,3161908,MG,11019,"0,007549892",A,"0,587253814",A,"0,261962867",A,A,2021
Prefeitura Municipal de São Gonçalo do Rio Preto - MG,3125507,MG,3173,"0,204599581",A,"0,866806248",A,"0,052579682",A,A,2021
Prefeitura Municipal de São Gonçalo do Sapucaí - MG,3162005,MG,25561,"0,05557917",A,"0,86744317",A,"0,010493192",A,A,2021
Prefeitura Municipal de São Gonçalo dos Campos - BA,2929305,BA,37942,"0,688852453",B,"0,900482442",B,"0,234423425",A,B,2021
Prefeitura Municipal de São Gotardo - MG,3162104,MG,35782,"0,02349078",A,"0,819413122",A,"0,021640803",A,A,2021
Prefeitura Municipal de São Jerônimo - RS,4318408,RS,24412,"0,24588578",A,"0,766804924",A,"0,106978824",A,A,2021
Prefeitura Municipal de São Jerônimo da Serra - PR,4124707,PR,11128,"0,118461314",A,,n.d.,,n.d.,n.d.,2021
Prefeitura Municipal de São João - PE,2613206,PE,22899,"0,130590365",A,"0,972480949",C,"1,837621062",C,C,2021
